isco_code,title,definition,tasks,major_code,submajor_code,major_group,submajor_group,prompt_text
754,Other Craft and Related Workers,"Other craft and related workers work under the surface of water, using underwater breathing apparatus; position, assemble, and detonate explosives; inspect and test, raw materials and manufactured components and products; remove unwanted organisms to prevent damage to crops and buildings and other structures. This group includes other trade and craft occupations not classified elsewhere in Major Group 7: Craft and Related Trades Workers.","Tasks performed usually include: ensuring safety precautions; performing various underwater tasks, loading explosives into blast holes; mixing chemicals according to instructions; operating and monitoring equipment for spraying pests and weeds.",7,75,Craft and Related Trades Workers,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers","Major group:
Craft and Related Trades Workers

Sub-major group:
Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers

Minor group:
Other Craft and Related Workers

Definition:
Other craft and related workers work under the surface of water, using underwater breathing apparatus; position, assemble, and detonate explosives; inspect and test, raw materials and manufactured components and products; remove unwanted organisms to prevent damage to crops and buildings and other structures. This group includes other trade and craft occupations not classified elsewhere in Major Group 7: Craft and Related Trades Workers.

Tasks include:
Tasks performed usually include: ensuring safety precautions; performing various underwater tasks, loading explosives into blast holes; mixing chemicals according to instructions; operating and monitoring equipment for spraying pests and weeds."
811,Mining and Mineral Processing Plant Operators,"Mining and mineral processing plant operators operate and monitor plant and machinery and operate hand tools to extract rock and minerals from the earth, process minerals and stone, drill wells and bores, and manufacture and finish cement and stone products.","Tasks performed usually include: setting up, operating and monitoring a variety of mining and mineral processing plant and machinery such as drilling rigs and auxiliary machines and equipment, continuous mining machinery, and cutting, crushing, grinding, pumping and mixing plant and machinery; operating washing, separating, extracting and combining equipment to remove waste and recover minerals; operating plant and machinery to make cement, concrete, artificial stone, and precast concrete and stone products; monitoring the performance of a variety of plant and machinery, detecting malfunctions and taking corrective action; performing plant and machinery maintenance, repairs and cleaning; and maintaining production records.",8,81,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,"Major group:
Plant and Machine Operators, and Assemblers

Sub-major group:
Stationary Plant and Machine Operators

Minor group:
Mining and Mineral Processing Plant Operators

Definition:
Mining and mineral processing plant operators operate and monitor plant and machinery and operate hand tools to extract rock and minerals from the earth, process minerals and stone, drill wells and bores, and manufacture and finish cement and stone products.

Tasks include:
Tasks performed usually include: setting up, operating and monitoring a variety of mining and mineral processing plant and machinery such as drilling rigs and auxiliary machines and equipment, continuous mining machinery, and cutting, crushing, grinding, pumping and mixing plant and machinery; operating washing, separating, extracting and combining equipment to remove waste and recover minerals; operating plant and machinery to make cement, concrete, artificial stone, and precast concrete and stone products; monitoring the performance of a variety of plant and machinery, detecting malfunctions and taking corrective action; performing plant and machinery maintenance, repairs and cleaning; and maintaining production records."
812,Metal Processing and Finishing Plant Operators,"Metal processing and finishing plant operators, monitor and operate single-function process control machinery and equipment to control the conversion, processing and finishing of mineral ores and metals.","Tasks performed usually include: setting up, preparing and adjusting metal and ore processing and finishing machinery; coordinating and monitoring the operation of a particular aspect of metal processing production and finishing; verifying equipment for malfunctions, monitoring gauges, carrying out routine operating tests and arranging for maintenance; checking, testing and analysing sample products; recording data and writing production logs.",8,81,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,"Major group:
Plant and Machine Operators, and Assemblers

Sub-major group:
Stationary Plant and Machine Operators

Minor group:
Metal Processing and Finishing Plant Operators

Definition:
Metal processing and finishing plant operators, monitor and operate single-function process control machinery and equipment to control the conversion, processing and finishing of mineral ores and metals.

Tasks include:
Tasks performed usually include: setting up, preparing and adjusting metal and ore processing and finishing machinery; coordinating and monitoring the operation of a particular aspect of metal processing production and finishing; verifying equipment for malfunctions, monitoring gauges, carrying out routine operating tests and arranging for maintenance; checking, testing and analysing sample products; recording data and writing production logs."
813,Chemical and Photographic Products Plant and Machine Operators,"Chemical and photographic products plant and machine operators monitor and operate machines which process a variety of chemicals and other ingredients to produce pharmaceuticals, toiletries, explosives and photographic or other chemical products.","Tasks performed usually include: operating and monitoring machines and equipment which blend, mix, package and otherwise process chemicals and chemical products to give them the desired properties for further industrial production, or to make finished products. Supervision of other workers may be included.",8,81,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,"Major group:
Plant and Machine Operators, and Assemblers

Sub-major group:
Stationary Plant and Machine Operators

Minor group:
Chemical and Photographic Products Plant and Machine Operators

Definition:
Chemical and photographic products plant and machine operators monitor and operate machines which process a variety of chemicals and other ingredients to produce pharmaceuticals, toiletries, explosives and photographic or other chemical products.

Tasks include:
Tasks performed usually include: operating and monitoring machines and equipment which blend, mix, package and otherwise process chemicals and chemical products to give them the desired properties for further industrial production, or to make finished products. Supervision of other workers may be included."
814,"Rubber, Plastic and Paper Products Machine Operators","Rubber, plastic and paper products machine operators monitor and operate machines which knead and blend rubber and rubber compounds and produce various components and products from natural and synthetic rubber and plastics, or produce different paper products from paper, paperboard, cardboard and similar materials.",Tasks performed usually include: operating and monitoring machines which knead and blend rubber and rubber compounds and produce various components and products from natural and synthetic rubber and plastics; operating and monitoring machines which produce various paper products; examining outputs for defects and conformity to specifications and adjusting machine settings accordingly.,8,81,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,"Major group:
Plant and Machine Operators, and Assemblers

Sub-major group:
Stationary Plant and Machine Operators

Minor group:
Rubber, Plastic and Paper Products Machine Operators

Definition:
Rubber, plastic and paper products machine operators monitor and operate machines which knead and blend rubber and rubber compounds and produce various components and products from natural and synthetic rubber and plastics, or produce different paper products from paper, paperboard, cardboard and similar materials.

Tasks include:
Tasks performed usually include: operating and monitoring machines which knead and blend rubber and rubber compounds and produce various components and products from natural and synthetic rubber and plastics; operating and monitoring machines which produce various paper products; examining outputs for defects and conformity to specifications and adjusting machine settings accordingly."
815,"Textile, Fur and Leather Products Machine Operators","Textile, fur and leather products machine operators monitor and operate various types of machines which prepare, process and treat fibres, yarn, thread, leather or fur; produce, modify and repair footwear, garments and manufacture or dry clean textiles, fur or light leather articles.","Tasks performed usually include: operating and monitoring weaving and knitting machines which process yarn or thread into woven, non-woven and knitted products; operating and monitoring machines which prepare fibres, and spin, double, twist and wind yarn and thread from natural textile fibres; operating and monitoring sewing machines to make, repair, darn and renovate textile, fur, synthetic or leather garments or embroider ornamental designs on garments or other materials; operating and monitoring machines which bleach, shrink, dye and otherwise treat fibres, yarn and cloth or dry clean garments, fur, rugs and carpets; operating and monitoring various machines which prepare leather or treat fur- or wool-bearing pelts; operating and monitoring machines which produce, modify and repair standard, custom or orthopaedic footwear and leather articles such as luggage, brief cases and handbags.",8,81,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,"Major group:
Plant and Machine Operators, and Assemblers

Sub-major group:
Stationary Plant and Machine Operators

Minor group:
Textile, Fur and Leather Products Machine Operators

Definition:
Textile, fur and leather products machine operators monitor and operate various types of machines which prepare, process and treat fibres, yarn, thread, leather or fur; produce, modify and repair footwear, garments and manufacture or dry clean textiles, fur or light leather articles.

Tasks include:
Tasks performed usually include: operating and monitoring weaving and knitting machines which process yarn or thread into woven, non-woven and knitted products; operating and monitoring machines which prepare fibres, and spin, double, twist and wind yarn and thread from natural textile fibres; operating and monitoring sewing machines to make, repair, darn and renovate textile, fur, synthetic or leather garments or embroider ornamental designs on garments or other materials; operating and monitoring machines which bleach, shrink, dye and otherwise treat fibres, yarn and cloth or dry clean garments, fur, rugs and carpets; operating and monitoring various machines which prepare leather or treat fur- or wool-bearing pelts; operating and monitoring machines which produce, modify and repair standard, custom or orthopaedic footwear and leather articles such as luggage, brief cases and handbags."
816,Food and Related Products Machine Operators,"Food and related machine operators set, operate and attend machinery used to slaughter animals, trim meat from carcasses; bake, freeze, heat, crush, mix, blend and otherwise process foodstuffs, beverages and tobacco leaves.","Task performed usually include: operating and monitoring machinery used to restrain, stun, slaughter animals, and trim carcasses into standard meat and fish cuts; setting, operating and attending machinery and ovens to mix, bake and otherwise prepare bread and flour confectionery products; operating machinery to crush, mix, malt, cook and ferment grains and fruits to produce beer, wines, malt liquors, vinegar, yeast and related products; attending equipment to make jam, toffee, cheese, processed cheese, margarine, syrup, ice, pasta, ice-cream, sausages, chocolate, maize starch, edible fats and dextrin; operating equipment to cool, heat, dry, roast, blanch, pasteurize, smoke, sterilize, freeze, evaporate and concentrate foodstuffs and liquids used in food processing; mixing, pulping, grinding, blending and separating foodstuffs and liquids with churning, pressing, sieving, grinding and filtering equipment; processing tobacco leaves by machine to make cigarettes, cigars, pipe and other tobacco products.",8,81,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,"Major group:
Plant and Machine Operators, and Assemblers

Sub-major group:
Stationary Plant and Machine Operators

Minor group:
Food and Related Products Machine Operators

Definition:
Food and related machine operators set, operate and attend machinery used to slaughter animals, trim meat from carcasses; bake, freeze, heat, crush, mix, blend and otherwise process foodstuffs, beverages and tobacco leaves.

Tasks include:
Task performed usually include: operating and monitoring machinery used to restrain, stun, slaughter animals, and trim carcasses into standard meat and fish cuts; setting, operating and attending machinery and ovens to mix, bake and otherwise prepare bread and flour confectionery products; operating machinery to crush, mix, malt, cook and ferment grains and fruits to produce beer, wines, malt liquors, vinegar, yeast and related products; attending equipment to make jam, toffee, cheese, processed cheese, margarine, syrup, ice, pasta, ice-cream, sausages, chocolate, maize starch, edible fats and dextrin; operating equipment to cool, heat, dry, roast, blanch, pasteurize, smoke, sterilize, freeze, evaporate and concentrate foodstuffs and liquids used in food processing; mixing, pulping, grinding, blending and separating foodstuffs and liquids with churning, pressing, sieving, grinding and filtering equipment; processing tobacco leaves by machine to make cigarettes, cigars, pipe and other tobacco products."
817,Wood Processing and Papermaking Plant Operators,"Wood processing and papermaking plant operators monitor, operate, and control machinery to saw wood, cut veneer, make plywood, produce pulp and paper, and to otherwise prepare wood, pulp and paper for further use.","Tasks performed usually include: examining logs and rough lumber to determine size, condition, quality and other characteristics to decide best lumber cuts to carry out, or operating automated equipment to convey logs through laser scanners which determine the most productive and profitable cutting patterns; sorting, stacking and placing logs and wood billets onto conveyors and lathes from trucks for processing into chips, veneers and pulp; operating and monitoring screening equipment, bleaching equipment, digesters, mixing tanks, washers, and other pulp processing machinery and equipment to carry out one or more cellulose processing steps; operating and monitoring papermaking and finishing process machinery and equipment to dry, calender, laminate, coat, slit, trim, wind or carry out other papermaking and finishing process steps; observing equipment and machinery panel indicators, gauges, level indicators and other equipment instruments to detect machinery and equipment malfunctions and ensure process steps are carried out according to specifications; operating and monitoring plywood core-laying machines and hot-plate plywood presses and machines which cut veneer; transporting processed wood products to work areas.",8,81,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,"Major group:
Plant and Machine Operators, and Assemblers

Sub-major group:
Stationary Plant and Machine Operators

Minor group:
Wood Processing and Papermaking Plant Operators

Definition:
Wood processing and papermaking plant operators monitor, operate, and control machinery to saw wood, cut veneer, make plywood, produce pulp and paper, and to otherwise prepare wood, pulp and paper for further use.

Tasks include:
Tasks performed usually include: examining logs and rough lumber to determine size, condition, quality and other characteristics to decide best lumber cuts to carry out, or operating automated equipment to convey logs through laser scanners which determine the most productive and profitable cutting patterns; sorting, stacking and placing logs and wood billets onto conveyors and lathes from trucks for processing into chips, veneers and pulp; operating and monitoring screening equipment, bleaching equipment, digesters, mixing tanks, washers, and other pulp processing machinery and equipment to carry out one or more cellulose processing steps; operating and monitoring papermaking and finishing process machinery and equipment to dry, calender, laminate, coat, slit, trim, wind or carry out other papermaking and finishing process steps; observing equipment and machinery panel indicators, gauges, level indicators and other equipment instruments to detect machinery and equipment malfunctions and ensure process steps are carried out according to specifications; operating and monitoring plywood core-laying machines and hot-plate plywood presses and machines which cut veneer; transporting processed wood products to work areas."
818,Other Stationary Plant and Machine Operators,"This unit group includes stationary plant and machine operators not classified elsewhere in Sub-major Group 81: Stationary Plant and Machine Operators. The group includes, for instance, operators of machines which make silicon chips and splice cables and ropes.","Tasks performed usually include: monitoring kilns, furnaces and other machinery and equipment used in the manufacture of glass, ceramics, porcelain, tiles or bricks; operating machines to anneal, harden or decorate glass and ceramics; maintaining and operating stationary steam engines, boilers, turbines and auxiliary equipment; operating and monitoring machines which weigh, pack and label products, or fill containers with products;",8,81,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,"Major group:
Plant and Machine Operators, and Assemblers

Sub-major group:
Stationary Plant and Machine Operators

Minor group:
Other Stationary Plant and Machine Operators

Definition:
This unit group includes stationary plant and machine operators not classified elsewhere in Sub-major Group 81: Stationary Plant and Machine Operators. The group includes, for instance, operators of machines which make silicon chips and splice cables and ropes.

Tasks include:
Tasks performed usually include: monitoring kilns, furnaces and other machinery and equipment used in the manufacture of glass, ceramics, porcelain, tiles or bricks; operating machines to anneal, harden or decorate glass and ceramics; maintaining and operating stationary steam engines, boilers, turbines and auxiliary equipment; operating and monitoring machines which weigh, pack and label products, or fill containers with products;"
821,Assemblers,"Assemblers assemble prefabricated parts or components to form subassemblies, products and equipment, according to procedures strictly laid down. The products worked on may be moved from one worker to the next along assembly lines.","Tasks performed usually include: assembling components into various types of products and equipment, according to procedures strictly laid down; reviewing work orders, specifications, diagrams and drawings to determine materials needed and assembly instructions; recording production and operational data on specified forms; inspecting and testing completed components and assemblies, wiring installations and circuits; rejecting faulty assemblies and components.",8,82,"Plant and Machine Operators, and Assemblers",Assemblers,"Major group:
Plant and Machine Operators, and Assemblers

Sub-major group:
Assemblers

Minor group:
Assemblers

Definition:
Assemblers assemble prefabricated parts or components to form subassemblies, products and equipment, according to procedures strictly laid down. The products worked on may be moved from one worker to the next along assembly lines.

Tasks include:
Tasks performed usually include: assembling components into various types of products and equipment, according to procedures strictly laid down; reviewing work orders, specifications, diagrams and drawings to determine materials needed and assembly instructions; recording production and operational data on specified forms; inspecting and testing completed components and assemblies, wiring installations and circuits; rejecting faulty assemblies and components."
831,Locomotive Engine Drivers and Related Workers,"Locomotive engine drivers and related workers drive, or assist in driving, locomotive engines to transport passengers and freight, take charge of and safeguard railway freight trains during runs; control the movement of railway traffic by operating signals, switch rolling stock and make up trains in railway yards; make up trains for hauling in mines and control their movement.",Tasks performed usually include: driving or assisting in driving railway engines; operating railway signals; switching rolling stock and making up trains in railway yards; making up trains in mines and controlling their movement.,8,83,"Plant and Machine Operators, and Assemblers",Drivers and Mobile Plant Operators,"Major group:
Plant and Machine Operators, and Assemblers

Sub-major group:
Drivers and Mobile Plant Operators

Minor group:
Locomotive Engine Drivers and Related Workers

Definition:
Locomotive engine drivers and related workers drive, or assist in driving, locomotive engines to transport passengers and freight, take charge of and safeguard railway freight trains during runs; control the movement of railway traffic by operating signals, switch rolling stock and make up trains in railway yards; make up trains for hauling in mines and control their movement.

Tasks include:
Tasks performed usually include: driving or assisting in driving railway engines; operating railway signals; switching rolling stock and making up trains in railway yards; making up trains in mines and controlling their movement."
832,"Car, Van and Motorcycle Drivers","Car, van and motorcycle drivers drive and tend motorcycles, motorized tricycles, cars or vans to transport passengers, materials or goods.","Tasks performed usually include: driving and tending motor cycles, motorized tricycles, cars or vans in order to transport materials, goods or passengers.",8,83,"Plant and Machine Operators, and Assemblers",Drivers and Mobile Plant Operators,"Major group:
Plant and Machine Operators, and Assemblers

Sub-major group:
Drivers and Mobile Plant Operators

Minor group:
Car, Van and Motorcycle Drivers

Definition:
Car, van and motorcycle drivers drive and tend motorcycles, motorized tricycles, cars or vans to transport passengers, materials or goods.

Tasks include:
Tasks performed usually include: driving and tending motor cycles, motorized tricycles, cars or vans in order to transport materials, goods or passengers."
833,Heavy Truck and Bus Drivers,"Heavy truck and bus drivers drive and tend heavy trucks, lorries, buses or street tramcars to transport goods, liquids, heavy materials, mail or passengers.","Tasks performed usually include: driving and tending heavy trucks, lorries, buses or street tramcars in order to transport goods, liquids, heavy materials, mail or passengers.",8,83,"Plant and Machine Operators, and Assemblers",Drivers and Mobile Plant Operators,"Major group:
Plant and Machine Operators, and Assemblers

Sub-major group:
Drivers and Mobile Plant Operators

Minor group:
Heavy Truck and Bus Drivers

Definition:
Heavy truck and bus drivers drive and tend heavy trucks, lorries, buses or street tramcars to transport goods, liquids, heavy materials, mail or passengers.

Tasks include:
Tasks performed usually include: driving and tending heavy trucks, lorries, buses or street tramcars in order to transport goods, liquids, heavy materials, mail or passengers."
834,Mobile Plant Operators,"Mobile plant operators drive, tend, operate and monitor special-purpose motorized machinery or equipment used for clearing or preparing land; digging, moving and spreading earth, rock and similar materials; and lifting or moving heavy objects.","Tasks performed usually include: preparing and positioning plant for operation; adjusting speed, height and depth of implements; driving and operating mobile plant; operating attachments to lift, swing and release trees, logs, earth and other heavy objects or materials; operating and monitoring lifting trucks and stationary or mobile cranes in construction, transportation and storage operations; servicing machinery and performing minor repairs.",8,83,"Plant and Machine Operators, and Assemblers",Drivers and Mobile Plant Operators,"Major group:
Plant and Machine Operators, and Assemblers

Sub-major group:
Drivers and Mobile Plant Operators

Minor group:
Mobile Plant Operators

Definition:
Mobile plant operators drive, tend, operate and monitor special-purpose motorized machinery or equipment used for clearing or preparing land; digging, moving and spreading earth, rock and similar materials; and lifting or moving heavy objects.

Tasks include:
Tasks performed usually include: preparing and positioning plant for operation; adjusting speed, height and depth of implements; driving and operating mobile plant; operating attachments to lift, swing and release trees, logs, earth and other heavy objects or materials; operating and monitoring lifting trucks and stationary or mobile cranes in construction, transportation and storage operations; servicing machinery and performing minor repairs."
835,Ships' Deck Crews and Related Workers,Ship’s deck crews and related workers carry out deck duties on board ships and similar duties on board other water-borne craft.,"Tasks performed usually include: standing look-out watches at sea and when entering or leaving harbour or other narrow waters; steering ship according to instructions; handling ropes and wires, and operating mooring equipment; maintaining and, in some cases, operating ship’s equipment, cargo gear, rigging, lifesaving and firefighting appliances; performing deck and hull cleaning, scraping, painting and other maintenance duties as required; breaking out, rigging and stowing cargo-handling gear, stationary rigging and running gear.",8,83,"Plant and Machine Operators, and Assemblers",Drivers and Mobile Plant Operators,"Major group:
Plant and Machine Operators, and Assemblers

Sub-major group:
Drivers and Mobile Plant Operators

Minor group:
Ships' Deck Crews and Related Workers

Definition:
Ship’s deck crews and related workers carry out deck duties on board ships and similar duties on board other water-borne craft.

Tasks include:
Tasks performed usually include: standing look-out watches at sea and when entering or leaving harbour or other narrow waters; steering ship according to instructions; handling ropes and wires, and operating mooring equipment; maintaining and, in some cases, operating ship’s equipment, cargo gear, rigging, lifesaving and firefighting appliances; performing deck and hull cleaning, scraping, painting and other maintenance duties as required; breaking out, rigging and stowing cargo-handling gear, stationary rigging and running gear."
911,"Domestic, Hotel and Office Cleaners and Helpers","Domestic, hotel and office cleaners and helpers sweep, vacuum clean, wash, polish, take care of household linen, purchase household supplies; perform various tasks in order to keep clean and tidy the interiors and fixtures of hotels, offices and other establishments, as well as of aircraft, trains, buses and similar vehicles.","Tasks performed usually include:  sweeping or vacuum cleaning, washing and polishing floors, furniture and other objects in hotels, offices and other establishments; making beds, supplying towels, soap and related items; helping with preparation of meals and washing dishes; cleaning, disinfecting and deodorising kitchens, bathrooms and toilets.",9,91,Elementary Occupations,Cleaners and Helpers,"Major group:
Elementary Occupations

Sub-major group:
Cleaners and Helpers

Minor group:
Domestic, Hotel and Office Cleaners and Helpers

Definition:
Domestic, hotel and office cleaners and helpers sweep, vacuum clean, wash, polish, take care of household linen, purchase household supplies; perform various tasks in order to keep clean and tidy the interiors and fixtures of hotels, offices and other establishments, as well as of aircraft, trains, buses and similar vehicles.

Tasks include:
Tasks performed usually include:  sweeping or vacuum cleaning, washing and polishing floors, furniture and other objects in hotels, offices and other establishments; making beds, supplying towels, soap and related items; helping with preparation of meals and washing dishes; cleaning, disinfecting and deodorising kitchens, bathrooms and toilets."
912,"Vehicle, Window, Laundry and Other Hand Cleaning Workers","Vehicle, window, laundry and other hand cleaning workers clean windows, showcases or other surfaces of buildings or vehicles; and press, launder or dry-clean linen and other textiles by hand.","Tasks performed usually include: cleaning, washing and polishing cars; washing windows or other glass surfaces with water or various solutions, drying and polishing them; laundering and pressing linen, clothing, fabrics and similar articles by hand in a laundry or other establishments; cleaning by hand and with chemical solutions clothing, fabrics, leather goods and similar articles in dry-cleaning or other establishments.",9,91,Elementary Occupations,Cleaners and Helpers,"Major group:
Elementary Occupations

Sub-major group:
Cleaners and Helpers

Minor group:
Vehicle, Window, Laundry and Other Hand Cleaning Workers

Definition:
Vehicle, window, laundry and other hand cleaning workers clean windows, showcases or other surfaces of buildings or vehicles; and press, launder or dry-clean linen and other textiles by hand.

Tasks include:
Tasks performed usually include: cleaning, washing and polishing cars; washing windows or other glass surfaces with water or various solutions, drying and polishing them; laundering and pressing linen, clothing, fabrics and similar articles by hand in a laundry or other establishments; cleaning by hand and with chemical solutions clothing, fabrics, leather goods and similar articles in dry-cleaning or other establishments."
921,"Agricultural, Forestry and Fishery Labourers","Agricultural, forestry and fishery labourers perform simple and routine tasks in the production of crops and livestock, cultivation and maintenance of gardens and parks, exploitation and conservation of forests, and conduct of aquaculture and fisheries operations.","Tasks performed usually include: digging, raking and shovelling using hand tools; loading, unloading and stacking supplies, produce and other materials; watering, thinning, weeding and tending crops by hand or using hand tools; planting, harvesting picking and collecting produce by hand; feeding, watering and cleaning animals and keeping their quarters clean; monitoring livestock and reporting on their condition; preparing and operating nets, lines and other fishing tackle and deck equipment; grading, sorting, bunching and packing produce into containers; performing minor repairs on fixtures, buildings, equipment, vessels and fences.",9,92,Elementary Occupations,"Agricultural, Forestry and Fishery Labourers","Major group:
Elementary Occupations

Sub-major group:
Agricultural, Forestry and Fishery Labourers

Minor group:
Agricultural, Forestry and Fishery Labourers

Definition:
Agricultural, forestry and fishery labourers perform simple and routine tasks in the production of crops and livestock, cultivation and maintenance of gardens and parks, exploitation and conservation of forests, and conduct of aquaculture and fisheries operations.

Tasks include:
Tasks performed usually include: digging, raking and shovelling using hand tools; loading, unloading and stacking supplies, produce and other materials; watering, thinning, weeding and tending crops by hand or using hand tools; planting, harvesting picking and collecting produce by hand; feeding, watering and cleaning animals and keeping their quarters clean; monitoring livestock and reporting on their condition; preparing and operating nets, lines and other fishing tackle and deck equipment; grading, sorting, bunching and packing produce into containers; performing minor repairs on fixtures, buildings, equipment, vessels and fences."
931,Mining and Construction Labourers,"Mining and construction labourers perform simple and routine manual tasks in mining, quarrying, civil engineering and building operations.","Tasks performed usually include: digging and filling holes and trenches using hand-held tools; shovelling and spreading excavated materials, sand, soil and gravel; sorting, loading, unloading, stacking and storing tools, materials and equipment and transporting them around work sites; cleaning machinery, equipment, tools and work sites and removing obstructions.",9,93,Elementary Occupations,"Labourers in Mining, Construction, Manufacturing and Transport","Major group:
Elementary Occupations

Sub-major group:
Labourers in Mining, Construction, Manufacturing and Transport

Minor group:
Mining and Construction Labourers

Definition:
Mining and construction labourers perform simple and routine manual tasks in mining, quarrying, civil engineering and building operations.

Tasks include:
Tasks performed usually include: digging and filling holes and trenches using hand-held tools; shovelling and spreading excavated materials, sand, soil and gravel; sorting, loading, unloading, stacking and storing tools, materials and equipment and transporting them around work sites; cleaning machinery, equipment, tools and work sites and removing obstructions."
932,Manufacturing Labourers,Manufacturing labourers perform a variety of simple and routine manual tasks in manufacturing to assist the work of machine operators and assemblers.,"Tasks performed usually include: packing material and various products by hand; filling bottles, boxes, bags and other containers with products by hand; labelling products and containers by hand; loading and unloading vehicles; conveying goods, material, equipment to work area; cleaning machinery, equipment and tools; sorting of products or components by hand.",9,93,Elementary Occupations,"Labourers in Mining, Construction, Manufacturing and Transport","Major group:
Elementary Occupations

Sub-major group:
Labourers in Mining, Construction, Manufacturing and Transport

Minor group:
Manufacturing Labourers

Definition:
Manufacturing labourers perform a variety of simple and routine manual tasks in manufacturing to assist the work of machine operators and assemblers.

Tasks include:
Tasks performed usually include: packing material and various products by hand; filling bottles, boxes, bags and other containers with products by hand; labelling products and containers by hand; loading and unloading vehicles; conveying goods, material, equipment to work area; cleaning machinery, equipment and tools; sorting of products or components by hand."
933,Transport and Storage Labourers,"Transport and storage labourers propel cycles and similar vehicles and drive animal-drawn vehicles to transport passengers or goods, drive animal-drawn machinery, handle freight and baggage, and stock shelves.",Tasks performed usually include:  propelling cycles and similar vehicles to transport passengers or goods; driving animal-drawn vehicles to transport passengers or goods; driving animal-drawn machinery; carrying out freight handling by hand; stocking shelves and display areas in stores.,9,93,Elementary Occupations,"Labourers in Mining, Construction, Manufacturing and Transport","Major group:
Elementary Occupations

Sub-major group:
Labourers in Mining, Construction, Manufacturing and Transport

Minor group:
Transport and Storage Labourers

Definition:
Transport and storage labourers propel cycles and similar vehicles and drive animal-drawn vehicles to transport passengers or goods, drive animal-drawn machinery, handle freight and baggage, and stock shelves.

Tasks include:
Tasks performed usually include:  propelling cycles and similar vehicles to transport passengers or goods; driving animal-drawn vehicles to transport passengers or goods; driving animal-drawn machinery; carrying out freight handling by hand; stocking shelves and display areas in stores."
941,Food Preparation Assistants,"Food preparation assistants prepare and cook to order small variety of pre-cooked food or beverages, clear tables, clean kitchen areas and wash dishes.","Tasks performed usually include: preparing simple or pre-prepared foods and beverages such as sandwiches, pizzas, fish and chips, salads, and coffee; washing, cutting, measuring and mixing foods for cooking; operating cooking equipment such as grills, microwaves and deep-fat fryers; cleaning kitchens, food preparation areas and service areas; cleaning cooking and general utensils used in kitchens and restaurants.",9,94,Elementary Occupations,Food Preparation Assistants,"Major group:
Elementary Occupations

Sub-major group:
Food Preparation Assistants

Minor group:
Food Preparation Assistants

Definition:
Food preparation assistants prepare and cook to order small variety of pre-cooked food or beverages, clear tables, clean kitchen areas and wash dishes.

Tasks include:
Tasks performed usually include: preparing simple or pre-prepared foods and beverages such as sandwiches, pizzas, fish and chips, salads, and coffee; washing, cutting, measuring and mixing foods for cooking; operating cooking equipment such as grills, microwaves and deep-fat fryers; cleaning kitchens, food preparation areas and service areas; cleaning cooking and general utensils used in kitchens and restaurants."
951,Street and Related Service Workers,"Street and related service workers provide a variety of services on streets and in other public places, including cleaning shoes, washing car windows, running errands, looking after property, and providing other on-the-spot street services.",Tasks performed usually include: obtaining the materials necessary to perform services; approaching people on the street to offer services; cleaning and polishing shoes; cleaning and polishing car windows; running errands; assisting drivers to find a parking place and ensuring car is not damaged during driver’s absence; handing out leaflets and free newspapers; receiving immediate payment.,9,95,Elementary Occupations,Street and Related Sales and Service Workers,"Major group:
Elementary Occupations

Sub-major group:
Street and Related Sales and Service Workers

Minor group:
Street and Related Service Workers

Definition:
Street and related service workers provide a variety of services on streets and in other public places, including cleaning shoes, washing car windows, running errands, looking after property, and providing other on-the-spot street services.

Tasks include:
Tasks performed usually include: obtaining the materials necessary to perform services; approaching people on the street to offer services; cleaning and polishing shoes; cleaning and polishing car windows; running errands; assisting drivers to find a parking place and ensuring car is not damaged during driver’s absence; handing out leaflets and free newspapers; receiving immediate payment."
952,Street Vendors (excluding Food),"Street vendors (excluding food) sell a usually limited range of goods (excluding food for immediate consumption) in streets and public places such as stations, cinemas or theatres.","Tasks performed usually include: buying or receiving items for sale, or making simple items; loading and unloading baskets, trays, suitcases, push-carts, bicycles, hand trucks or other vehicles, to transport goods to the streets or public places such as stations or cinemas; displaying goods or calling out to attract customer’s attention; approaching potential customers on streets, or by going from house to house, to offer goods for sale; receiving immediate payment.",9,95,Elementary Occupations,Street and Related Sales and Service Workers,"Major group:
Elementary Occupations

Sub-major group:
Street and Related Sales and Service Workers

Minor group:
Street Vendors (excluding Food)

Definition:
Street vendors (excluding food) sell a usually limited range of goods (excluding food for immediate consumption) in streets and public places such as stations, cinemas or theatres.

Tasks include:
Tasks performed usually include: buying or receiving items for sale, or making simple items; loading and unloading baskets, trays, suitcases, push-carts, bicycles, hand trucks or other vehicles, to transport goods to the streets or public places such as stations or cinemas; displaying goods or calling out to attract customer’s attention; approaching potential customers on streets, or by going from house to house, to offer goods for sale; receiving immediate payment."
